hash_id,id,hn,sample_collection_date,date_of_submission,sex,species,submitted_sample,collect_method,vitek_id,bact_species,bact_genus,vet_read,vet_recommend,report_issued_date,filename,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,amikacin,amoxicillin/clavulanic acid,azithromycin,cefalexin,cefazolin,cefixime,cefovecin,cefpodoxime,ceftriaxone,chloramphenicol,clindamycin,doxycycline,enrofloxacin,fluconazole,fosfomycin,gentamicin,imipenem,marbofloxacin,metronidazole,minocycline,nitrofurantoin,piperacillin/tazobactam,polymyxin b,pradofloxacin,rifampicin,tetracycline,trimethoprim/sulfamethoxazole,vancomycin
5652339110330344125,GN_58,5802620,2016-11-24,2016-11-24,unknown,other,other,unknown,GN,pseudomonas alcaligenes,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-12-06,5802620_06.12.2016_GN.docx,S,S,S,R,,R,R,I,R,,S,,S,S,S,,R,S,,,,S,S,S,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-4435723770087933322,GN_678,6012326,2017-08-18,2017-08-18,male,dog,urine,catheterization,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-08-23,6012326_23.08.2017_GN.docx,S,R,R,R,,R,R,R,R,,R,-,S,S,R,,I,R,,,,R,I,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
3128873708947872506,GN_2691,6303405,2020-03-18,2020-03-18,female,cat,open wound,unknown,GN,pseudomonas monteilii,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-03-31,6303405_31.03.2020_GN_2020.docx,S,,,,,,,,R,S,S,,S,S,S,,,,,,,S,,R,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-6370644291410236525,GN_1916,6201263,2019-01-30,2019-01-30,female,cat,other,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-02-04,6201263_04.02.2019_GN.docx,R,,,,,,,,,,R,,R,S,R,,,R,,,,,R,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8050955809319534972,GN_698,6013501,2017-09-08,2017-09-08,male,dog,other,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-09-14,6013501_14.09.2017_GN .docx,S,S,,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2448678552392561058,GN_2145,6208767,2019-07-10,2019-07-10,male,dog,wound,unknown,GN,enterobacter aerogenes,enterobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-11,6208767_18.07.2019_GN.docx,S,R,,R,,S,S,S,S,,S,,S,S,S,,I,S,,,,S,S,S,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
588971974542577698,GN_2794,5517759,2020-07-12,2020-07-12,female,dog,urine,catheterization,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-07-16,5517759_16.07.2020_GN_2020.docx,I,,,,,,,,,,R,,I,S,R,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4117437648985105922,GN_77,5900329,2016-09-07,2016-09-07,male,dog,urine,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-09-12,5900329_12_09_16_GN.docx,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,I,R,,,,R,R,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-4859586386104087310,GN_1564,5512524,2019-03-20,2019-03-20,unknown,dog,exudate,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-03-22,5512524_22.03.2019_GN.docx,R,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,R,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1732074832810362246,GN_1063,6106483,2018-04-30,2018-04-30,female,dog,ear,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-05-03,6106483_03.05.2018_GN.docx,S,,,,,,,,,,S,,S,S,S,,,S,,,,,S,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-7852003086174183414,GN_282,5910311,2016-06-26,2016-06-29,male,other,urine,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.กมลทิพย์ ถึงรัตน์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-06-30,6_30_16_5910311.docx,S,R,,R,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5442331178868111459,GN_490,6001491,2017-01-27,2017-01-27,female,dog,ub mucosa,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-02-02,6001491_02.02.2017_GN.docx,S,S,R,I,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7271524059203661029,GN_549,6005226,2017-04-03,2017-04-03,male,cat,urine,unknown,GN,pseudomonas luteola,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-04-10,6005226_10.04.2017_GN.docx,S,S,I,S,,R,R,R,S,,R,,R,S,R,,S,R,,,,R,I,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-793414403220571556,GN_2960,6211802,2020-08-20,2020-08-20,female,dog,urine,catheterization,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-08-25,6211802_25.08.2020_GN_2020.docx,S,S,R,S,S,S,S,S,S,I,R,-,S,S,R,S,S,,,R,,R,,S,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1853541009659538818,GN_1153,5903106,2018-07-11,2018-07-11,male,cat,urine,catheterization,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-07-17,5903106_17.07.2018_GN.docx,R,,,,,,,,,,S,,R,S,S,,,S,,,,,S,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
360873840811118405,GN_2023,6205593,2019-04-28,2019-04-28,male,dog,ear exudate,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-05-02,6205593_02.05.2019_GN.docx,S,,,,,,,,,,I,,S,S,S,,,R,,,,,S,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-238849422729132110,GN_1199,6110317,2018-07-18,2018-07-18,female,dog,pus,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-07-23,6110317_23.07.2018_GN.docx,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2837666045414437359,GN_2921,6112950,2020-11-29,2020-11-29,male,dog,bite wound,unknown,GN,aeromonas hydrophila,aeromonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-12-03,6112950_03.12.2020_GN_2020.docx,S,I,,,,,,,S,,S,,S,R,S,,,,,,,S,,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-5104948113557020079,GN_1388,6114603,2018-10-11,2018-10-11,female,dog,abscess,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-10-18,6114603_18.10.2018_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,I,R,,,,S,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4978008339554865731,GN_1158,6000826,2018-07-19,2018-07-19,male,dog,other,unknown,GN,stenotrophomonas maltophilia,stenotrophomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-07-26,6000826_26.07.2018_GN.docx,,,,,,,,,,,,,,,,,,,,,,,,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-5166255457558293285,GN_133,5913029,2016-12-06,2016-12-06,male,dog,urine,catheterization,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-12-09,5913029_09.12.2016_GN.docx,S,S,R,R,,S,S,S,I,,R,-,S,S,R,,S,R,,,,S,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4481221945123263568,GN_2499,5913546,2020-01-13,2020-01-13,male,dog,urine,cystocentesis,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-01-16,5913546_16.01.2020_GN_2020.docx,S,I,R,R,R,R,R,R,R,R,R,+,R,S,R,I,S,,,R,,R,,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
-3810554517255998631,GN_1610,5712369,2019-08-07,2019-08-07,female,dog,urine,cystocentesis,GN,enterobacter cloacae complex,enterobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-08-13,5712369_13.08.2019_GN.docx,S,R,,R,,R,R,S,S,,S,,S,I,S,,S,S,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-3408273550108071213,GN_2931,6200604,2020-09-28,2020-09-28,female,cat,urine,cystocentesis,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-10-01,6200604_01.10.2020_GN_2020.docx,S,R,R,R,R,S,S,S,R,S,S,-,S,S,S,S,S,,,S,,R,,S,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-4943322341652909948,GN_3166,6313065,2020-10-30,2020-10-30,unknown,cat,wound,unknown,GN,pasteurella multocida,pasteurella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-11-04,6313065_05.11.2020_GN_2020.docx,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,S,,S,,S,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
775290137106100936,GN_495,6001873,2017-05-08,2017-05-08,female,dog,mass,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-05-16,6001873_16.05.2017_GN.docx,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8650993247545976809,GN_727,6015052,2017-10-10,2017-10-10,female,cat,other,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-10-17,6015052_17.10.2017_GN .docx,S,R,R,R,,R,R,R,R,,I,,I,S,S,,R,S,I,,,R,S,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
-8221134599420773017,GN_808,6019017,2017-12-22,2017-12-22,male,cat,exudate,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-12-28,6019017_28.12.2017_GN.docx,R,R,R,R,,R,R,R,S,,R,+,R,S,R,,I,R,,,,R,R,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-7009895508382710157,GN_1036,5909973,2018-05-14,2018-05-14,female,dog,urine,unknown,GN,proteus mirabilis,proteus,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-05-18,5909973_18.05.2018_GN.docx,S,S,S,I,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3803356034854203000,GN_2430,รพส.เจริญสุข (Coco),2019-04-01,2019-04-02,unknown,dog,urine,เจาะผ่านหน้าท้อง,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-04-05,รพส.เจริญสุข (coco)_05.04.2019_GN.docx,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,R,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
7447177413451271763,GN_2819,5814292,2020-11-25,2020-11-25,male,dog,surgical site,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-11-30,5814292_30.11.2020_GN_2020.docx,S,S,S,R,I,S,S,S,I,R,S,-,S,S,S,S,S,,,S,,R,,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8475031456564282279,GN_2030,6205701,2019-05-01,2019-05-01,male,cat,abdominal cavity,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-05-08,6205701(2)_08.05.2019_GN.docx,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-7971544590193067878,GN_2146,6208770,2019-07-09,2019-07-09,male,dog,urine,catheterization,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-12,6208770_12.07.2019_GN.docx,I,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,R,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1819781318953867919,GN_2267,6212729,2019-09-27,2019-09-27,male,dog,urine,catheterization,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-10-03,6212729_03.10.2019_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,R,,,,R,S,S,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
681729260266869452,GN_89,5903701,2016-12-19,2016-12-19,male,dog,urine,catheterization,GN,citrobacter freundii,citrobacter,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-12-26,5903701_26.12.2016_GN.docx,R,R,,R,,R,R,R,S,,R,,R,S,I,,S,R,,,,R,R,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-4203497741394791577,GN_2712,5918489,2020-04-22,2020-04-22,male,dog,ub mucosa,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-04-30,5918489_30.04.2020_GN_2020.docx,S,S,R,R,R,R,R,R,R,R,R,+,S,S,R,S,S,,,R,,R,,R,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-5964736480407897290,GN_2977,6300847,2020-07-13,2020-07-13,male,cat,urine,cystocentesis,GN,klebsiella pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-07-16,6300847_16.07.2020_GN_2020.docx,S,R,R,R,R,R,R,R,R,R,S,-,S,S,S,S,R,,,S,,R,,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-1113010173234851089,GN_2115,6208017,2019-06-23,2019-06-23,female,cat,other,unknown,GN,pasteurella multocida,pasteurella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-06-27,6208017_27.06.2019_GN.docx,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-8683258627669025750,GN_646,6010265,2017-07-17,2017-07-17,female,dog,other,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-07-21,6010265_21.07.2017_GN_liver abscess.docx,S,R,R,R,,S,S,S,I,,R,-,S,S,R,,S,S,,,,S,S,R,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-5225839999118924086,GN_2661,6205485,2020-03-13,2020-03-13,male,cat,other,unknown,GN,pasteurella multocida,pasteurella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-03-19,6205485_19.03.2020_GN_2020.docx,,S,S,S,,,S,S,S,,S,,I,S,S,,,,,S,,S,,S,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-459611535083384836,GN_1814,6111049,2019-04-22,2019-04-22,female,dog,urine,cystocentesis,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-04-26,6111049_26.04.2019_GN.docx,S,I,R,S,,S,S,S,R,,R,,R,,R,,R,S,,,,R,I,R,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6206631039844256530,GN_2381,Vet Clinical Center (ออกัส),2019-07-23,2019-07-25,unknown,dog,urine,unknown,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-30,Vet Clinical Center (ออกัส)_30.07.2019_GN.docx,S,S,S,S,,S,S,S,I,,R,,S,,R,,R,S,,,,R,S,R,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-4981641478509047701,GN_1978,6203851,2019-03-25,2019-03-25,male,cat,urine,catheterization,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-03-28,6203851_28.03.2019_GN.docx,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
8867770583326720790,GN_244,5713079,2016-05-21,2016-05-24,unknown,cat,pus,unknown,GN,burkholderia cepacia,burkholderia,อ.สพ.ญ.ดร.กมลทิพย์ ถึงรัตน์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-05-25,5_25_16_5713079.docx,R,R,R,R,,R,R,R,R,,R,,R,R,S,,R,S,,,,R,R,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-649353925562134230,GN_2,5910244,2016-06-25,2016-06-30,unknown,dog,other,unknown,GN,pseudomonas oryzihabitans,pseudomonas,อ.สพ.ญ.ดร.กมลทิพย์ ถึงรัตน์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-07-07,06_07_16_5910244.docx,S,R,I,R,,R,R,R,R,,S,,S,S,S,,R,S,,,,S,I,R,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3845410571121430871,GN_741,6015637,2017-10-20,2017-10-20,male,dog,prostate,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-10-27,6015637_27.10.2017_GN.docx,S,I,R,R,,S,S,S,I,,R,-,S,S,R,,S,R,,,,R,S,R,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-6794603399880420782,GN_1134,6108849,2018-06-18,2018-06-18,unknown,cat,other,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-06-21,6108849_21.06.2018_GN.docx,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2189331466041890278,GN_460,5919335,2017-11-20,2017-11-20,female,dog,abdomen,unknown,GN,acinetobacter haemolyticus,acinetobacter,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-11-24,5919335_24.11.2017_GN.docx,S,S,S,S,,R,S,R,S,,S,,S,S,S,,R,S,S,,S,S,S,S,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-6499816662279797884,GN_3050,6308384,2020-09-01,2020-09-01,male,cat,other,unknown,GN,achromobacter xylosoxidans,achromobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-09-10,6308384(1)_10.09.2020_GN_2020.docx,R,,,,,,,,R,I,I,,R,S,R,,,,,,,R,,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1742779919052383240,GN_1891,6200598,2019-01-13,2019-01-13,female,cat,exudate,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-01-17,6200598_17.01.2019_GN.docx,S,S,S,R,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-8872518875929670492,GN_439,5914818,2017-01-12,2017-01-12,female,cat,other,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-01-21,5914818_21.01.2017_GN.docx,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,S,R,,,,R,I,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
