id,hn,species,submitted_sample,collect_method,vitek_id,bact_species_1,bact_family,amikacin,amoxicillin/clavulanic acid,ampicillin,cefalexin,cefalotin,cefovecin,cefpodoxime,ceftiofur,chloramphenicol,doxycycline,enrofloxacin,esbl,gentamicin,imipenem,marbofloxacin,neomycin,nitrofurantoin,piperacillin,polymyxin b,pradofloxacin,rifampin,tetracycline,tobramycin,trimethoprim/sulfamethoxazole,answer0,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,ans_trimethoprim/sulfamethoxazole,ans_marbofloxacin,ans_cefovecin,ans_amoxicillin/clavulanic acid,ans_amikacin,ans_imipenem,ans_enrofloxacin,ans_cefalexin,ans_nitrofurantoin,ans_gentamicin,ans_doxycycline,ans_cefixime,ans_fosfomycin,ans_ceftriaxone,ans_piperacillin,ans_pradofloxacin,ans_metronidazole,ans_cefazolin,ans_colistin (polymyxin e),ans_tetracycline,ans_clindamycin,filename
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6108496 Clinician สพ.ญ.ธิติดา                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
6 Aug 2019
Date of submission
6 Aug 2019
Owner
รักษ์ชนม์ จิตรทาน
Patient
ช็อคโกแลต
Species
Dog
Breed
German Shepherd
Sex
Male
Birth date
Jan 2018
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
PG abscess
Method of collection
NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1645/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pseudomonas aeruginosa
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Piperacillin
16
S
Cephalexin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=1
S
Amikacin
4
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
2
S
Tobramycin
<=1
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Tetracycline
NA
NA
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Polymyxin B
1
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
NA
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas aeruginosa
--		ยาต้านจุลชีพที่แนะนำ ได้แก่
	--		Imipenem 10 mg/kg q6-8h IV infusion over 20-60 minutes for 6-8 weeks หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 13 สิงหาคม พ.ศ.2562",pseudomonas aeruginosa,pseudomonas,S,,,,,,,,,,R,,S,S,R,,,S,,,,,S,,amoxicillin/clavulanic acid,trimethoprim/sulfamethoxazole,imipenem,,,,,,,,,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1637,6108496,dog,Chronic open wound,,GN,pseudomonas aeruginosa,pseudomonas,R,,,,,,,,R,,R,,I,S,R,,,S,,,,R,S,R,amoxicillin/clavulanic acid,trimethoprim/sulfamethoxazole,imipenem,,,,,,,,,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1638,6108702,dog,Open wound,,GN,pseudomonas putida,pseudomonas,S,,,,,,,,R,,I,,S,S,S,,,I,,,,S,S,S,trimethoprim/sulfamethoxazole,doxycycline,marbofloxacin,,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,
1639,6108933,dog,Urine,"Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2355/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Acinetobacter baumannii complex (4.2x104 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=0.25
S
Amikacin
NA
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
NA
NA
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Pradofloxacin
NA
NA
Doxycycline
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Acinetobacter baumannii complex
--	จากตัวอย่าง urine เมื่อ 14 ส.ค. พบเชื้อ Acinetobacter baumannii complex ซึ่งไวต่อยา piperacillin, imipenem, gentamicin, tobramycin, enrofloxacin, marbofloxacin, tetracycline, sulfamethoxazole/trimethoprim
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 12 พฤศจิกายน พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6108933 Clinician สพ.ญ.ฐิตา                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6108933 Clinician สพ.ญ.ฐิตา                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
6 Nov 2019
Date of submission
6 Nov 2019
Owner
ภัทธรัตน์ (ราณี) ส.ตระการ
Patient
โทฟี่
Species
Dog
Breed
Chihuahua
Sex
Male
Birth date
Year 2015
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2355/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Acinetobacter baumannii complex (4.2x104 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=0.25
S
Amikacin
NA
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
NA
NA
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Pradofloxacin
NA
NA
Doxycycline
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Acinetobacter baumannii complex
--	จากตัวอย่าง urine เมื่อ 14 ส.ค. พบเชื้อ Acinetobacter baumannii complex ซึ่งไวต่อยา piperacillin, imipenem, gentamicin, tobramycin, enrofloxacin, marbofloxacin, tetracycline, sulfamethoxazole/trimethoprim
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 12 พฤศจิกายน พ.ศ.2562",acinetobacter baumannii,acinetobacter,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S,trimethoprim/sulfamethoxazole,enrofloxacin,marbofloxacin,,,,,,,,,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1640,6108933,dog,Urine,"Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1694/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Acinetobacter baumannii complex (2.8x104 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Piperacillin
8
S
Cephalexin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=1
S
Amikacin
NA
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
<=1
S
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Polymyxin B
1
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Acinetobacter baumannii complex
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
--		แนะนำให้ flush ล้างกระเพาะปัสสาวะด้วย NSS จนปัสสาวะใส เพื่อช่วยกำจัด/ลดจำนวนเชื้อในกระเพาะปัสสาวะ
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 22 สิงหาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6108933 Clinician สพ.ญ.ฐิตา                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6108933 Clinician สพ.ญ.ฐิตา                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
14 Aug 2019
Date of submission
14 Aug 2019
Owner
ภัทธรัตน์ (ราณี) ส.ตระการ
Patient
โทฟี่
Species
Dog
Breed
Chihuahua
Sex
Male
Birth date
Year 2015
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1694/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Acinetobacter baumannii complex (2.8x104 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Piperacillin
8
S
Cephalexin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=1
S
Amikacin
NA
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
<=1
S
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Polymyxin B
1
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Acinetobacter baumannii complex
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
--		แนะนำให้ flush ล้างกระเพาะปัสสาวะด้วย NSS จนปัสสาวะใส เพื่อช่วยกำจัด/ลดจำนวนเชื้อในกระเพาะปัสสาวะ
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 22 สิงหาคม พ.ศ.2562",acinetobacter baumannii,acinetobacter,,,,,,,,,,,S,,S,S,S,,,S,,,,S,S,S,trimethoprim/sulfamethoxazole,enrofloxacin,marbofloxacin,,,,,,,,,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1641,6108935,dog,wound,,GN,escherichia coli,escherichia,S,R,R,R,,S,S,S,R,,S,-,S,S,S,,S,R,,,,R,S,R,cefovecin,enrofloxacin,marbofloxacin,,,,,,,,,,,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1642,6109461,cat,Urine,Cystocentesis,GN,pasteurella canis,pasteurella,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S,trimethoprim/sulfamethoxazole,amoxicillin/clavulanic acid,cefalexin,cefovecin,amikacin,imipenem,,,,,,,,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1643,6109461,cat,Urine,"Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1676/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pasteurella multocida (1.4x107 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
<=2
S
Amoxicillin/clavulanic acid
<=2
S
Piperacillin
NA
NA
Cephalexin
<=4
S
Cefpodoxime
1*
S
Cefovecin
NA
NA
Ceftiofur
<=1
S
Imipenem
<=1
S
Amikacin
NA
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
NA
NA
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
NA
NA
Chloramphenicol
<=2
S
Polymyxin B
NA
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pasteurella multocida
--	จากตัวอย่าง urine เมื่อ 29 มิ.ย. พบเชื้อ Pasteurella canis / Pasteurella multocida ซึ่งไวต่อยา ampicillin, amoxicillin/clavulanic acid, cephalexin, cefpodoxime, ceftiofur, imipenem, gentamicin, enrofloxacin, marbofloxacin,  tetracycline, chloramphenicol, sulfamethoxazole/trimethoprim
     ตัวอย่าง urine เมื่อ 20 เม.ย. พบเชื้อ Escherichia coli ซึ่งไวต่อยา amoxicillin/clavulanic acid, cephalexin, cefpodoxime, cefovecin, ceftiofur, imipenem, amikacin, gentamicin, tobramycin, nitrofurantoin, chloramphenicol, polymyxin B, rifampin, sulfamethoxazole/trimethoprim
     ตัวอย่าง urine เมื่อ 29 ม.ค. พบเชื้อ Klebsiella pneumoniae ssp pneumoniae ซึ่งไวต่อยา imipenem, amikacin, sulfamethoxazole/trimethoprim
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amoxicillin/clavulanic acid 25 mg/kg q8h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--		Cephalexin 25-30 mg/kg q12h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Cefovecin 8 mg/kg SC once 
--		แนะนำให้ flush ล้างกระเพาะปัสสาวะด้วย NSS จนปัสสาวะใส เพื่อช่วยกำจัด/ลดจำนวนเชื้อในกระเพาะปัสสาวะ
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 16 สิงหาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6109461 Clinician น.สพ.นวัต
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6109461 Clinician น.สพ.นวัต
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
 10 Aug 2019
Date of submission
 10 Aug 2019
Owner
อังคณา โกแมนพิชัย
Patient
เสือน้อย
Species
Cat
Breed
Domestic Shorthair (DSH)
Sex
Unk
Birth date
Feb 2018
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1676/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pasteurella multocida (1.4x107 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
<=2
S
Amoxicillin/clavulanic acid
<=2
S
Piperacillin
NA
NA
Cephalexin
<=4
S
Cefpodoxime
1*
S
Cefovecin
NA
NA
Ceftiofur
<=1
S
Imipenem
<=1
S
Amikacin
NA
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
NA
NA
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
NA
NA
Chloramphenicol
<=2
S
Polymyxin B
NA
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pasteurella multocida
--	จากตัวอย่าง urine เมื่อ 29 มิ.ย. พบเชื้อ Pasteurella canis / Pasteurella multocida ซึ่งไวต่อยา ampicillin, amoxicillin/clavulanic acid, cephalexin, cefpodoxime, ceftiofur, imipenem, gentamicin, enrofloxacin, marbofloxacin,  tetracycline, chloramphenicol, sulfamethoxazole/trimethoprim
     ตัวอย่าง urine เมื่อ 20 เม.ย. พบเชื้อ Escherichia coli ซึ่งไวต่อยา amoxicillin/clavulanic acid, cephalexin, cefpodoxime, cefovecin, ceftiofur, imipenem, amikacin, gentamicin, tobramycin, nitrofurantoin, chloramphenicol, polymyxin B, rifampin, sulfamethoxazole/trimethoprim
     ตัวอย่าง urine เมื่อ 29 ม.ค. พบเชื้อ Klebsiella pneumoniae ssp pneumoniae ซึ่งไวต่อยา imipenem, amikacin, sulfamethoxazole/trimethoprim
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amoxicillin/clavulanic acid 25 mg/kg q8h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--		Cephalexin 25-30 mg/kg q12h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Cefovecin 8 mg/kg SC once 
--		แนะนำให้ flush ล้างกระเพาะปัสสาวะด้วย NSS จนปัสสาวะใส เพื่อช่วยกำจัด/ลดจำนวนเชื้อในกระเพาะปัสสาวะ
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 16 สิงหาคม พ.ศ.2562",pasteurella multocida,pasteurella,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S,trimethoprim/sulfamethoxazole,amoxicillin/clavulanic acid,cefalexin,cefovecin,amikacin,imipenem,,,,,,,,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1644,6109461,cat,urine,Cystocentesis,GN,escherichia coli,escherichia,S,S,R,R,,S,S,S,R,,R,-,S,S,R,,S,R,,,,R,S,R,trimethoprim/sulfamethoxazole,amoxicillin/clavulanic acid,cefalexin,cefovecin,amikacin,imipenem,,,,,,,,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1645,6109461,cat,urine,cystocentesis,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,S,R,R,R,,R,R,R,S,,R,-,R,S,R,,R,R,,,,R,I,S,trimethoprim/sulfamethoxazole,amoxicillin/clavulanic acid,cefalexin,cefovecin,amikacin,imipenem,,,,,,,,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1646,6109560,dog,urine,catheterization,GN,escherichia coli,escherichia,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,I,R,cefalexin,cefovecin,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1647,6109610,dog,Urine,"Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2198/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Proteus mirabilis (4.9x104 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
>=32
R
Cephalexin
16
S
Cephalothin
8
S
Cefpodoxime
<=0.25
S
Cefovecin
<=0.5
S
Ceftiofur
2
S
Imipenem
4
R
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
8
R
Neomycin
<=2
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
>=4
R
Doxycycline
8
*R
Tetracycline
8
*R
Nitrofurantoin
64
*R
Chloramphenicol
>=64
R
Sulfamethoxazole/trimethoprim
>=320
R
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Proteus mirabilis
--	ปัสสาวะและการตรวจตะกอนพบเซลล์อักเสบและ gram-negative bacilli
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Cephalexin 30 mg/kg q8h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--		Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท
	--	Cefixime 10 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 22 ตุลาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6109610 Clinician รศ.สพ.ญ.ดร.สิริลักษณ์                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6109610 Clinician รศ.สพ.ญ.ดร.สิริลักษณ์                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
17 Oct 2019
Date of submission
17 Oct 2019
Owner
นริญญา กีร์ตะเมคินทร์
Patient
มินนี่
Species
Dog
Breed
Shih Tzu
Sex
Female
Birth date
Year 2005
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2198/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Proteus mirabilis (4.9x104 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
>=32
R
Cephalexin
16
S
Cephalothin
8
S
Cefpodoxime
<=0.25
S
Cefovecin
<=0.5
S
Ceftiofur
2
S
Imipenem
4
R
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
8
R
Neomycin
<=2
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
>=4
R
Doxycycline
8
*R
Tetracycline
8
*R
Nitrofurantoin
64
*R
Chloramphenicol
>=64
R
Sulfamethoxazole/trimethoprim
>=320
R
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Proteus mirabilis
--	ปัสสาวะและการตรวจตะกอนพบเซลล์อักเสบและ gram-negative bacilli
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Cephalexin 30 mg/kg q8h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--		Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท
	--	Cefixime 10 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 22 ตุลาคม พ.ศ.2562",proteus mirabilis,proteus,S,R,R,S,S,S,S,S,R,R,R,,R,R,R,S,R,,,R,,R,,R,cefalexin,cefovecin,cefixime,trimethoprim/sulfamethoxazole,,,,,,,,,,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,
1648,6109610,dog,Urine,"Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2472/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
